25	2	0	1
25	0	2	1
25	2	3	0
25	0	4	1
25	2	6	1
25	2	9	0
25	0	10	1
25	2	12	1
25	0	14	1
25	2	15	0
25	0	16	1
25	2	18	1
25	0	20	1
25	2	21	0
25	0	22	1
26	2	24	1
26	0	26	1
26	2	27	0
26	0	28	1
26	2	30	1
26	2	33	0
26	0	34	1
26	2	36	1
26	0	38	1
26	2	39	0
26	0	40	1
26	2	42	1
26	0	44	1
26	2	45	0
26	0	46	1
